,Epoch,elapsed,train_loss,train_accuracy,valid_loss,valid_accuracy,train_F1_<pad>,train_F1_video,train_F1_sponsor,valid_F1_<pad>,valid_F1_video,valid_F1_sponsor
32,33,00:03:09,0.5625243186950684,0.9947257041931152,0.6041743755340576,0.9700208306312561,,0.9927588105201721,0.9232922196388245,,0.9824785590171814,0.7504718899726868
33,34,00:03:08,0.5632351636886597,0.9940376877784729,0.606230616569519,0.9759242534637451,,0.9923958778381348,0.9178584814071655,,0.9856405258178711,0.7800743579864502
34,35,00:03:08,0.5655124187469482,0.9936302304267883,0.6031848192214966,0.9748710989952087,,0.9947779774665833,0.8739904761314392,,0.9854438900947571,0.772398054599762
35,36,00:03:09,0.563856303691864,0.9940440058708191,0.6054788827896118,0.9767332077026367,,0.9948331713676453,0.8791933059692383,,0.9863574504852295,0.7822805643081665
36,37,00:03:08,0.5624014735221863,0.9949561953544617,0.6041419506072998,0.9739532470703125,,0.9952085018157959,0.8896201848983765,,0.9849368929862976,0.7668834328651428
37,38,00:03:08,0.5625441670417786,0.9946708679199219,0.6042593121528625,0.9747077226638794,,0.9951969385147095,0.8838536143302917,,0.9852780103683472,0.772383987903595
38,39,00:03:09,0.562013566493988,0.9951404333114624,0.607387125492096,0.9665862917900085,,0.9952188730239868,0.8911617994308472,,0.9809367656707764,0.7258880138397217
39,40,00:03:09,0.5618790984153748,0.9952322840690613,0.6050105690956116,0.9771023988723755,,0.9950840473175049,0.8960285186767578,,0.9864739179611206,0.7858196496963501
40,41,00:03:08,0.5624979138374329,0.994903564453125,0.6067044734954834,0.9781860113143921,,0.9948793053627014,0.8932873010635376,,0.9870828986167908,0.7904548048973083
41,42,00:03:09,0.5621979236602783,0.9949296712875366,0.6045406460762024,0.9758065342903137,,0.9950650334358215,0.8913368582725525,,0.9859535694122314,0.7769147157669067
42,43,00:03:10,0.5622885823249817,0.994882345199585,0.6061985492706299,0.9755145311355591,,0.9943894743919373,0.8993896842002869,,0.9854804873466492,0.7769830226898193
43,44,00:03:09,0.5618362426757812,0.9952842593193054,0.604076087474823,0.970733106136322,,0.9937543272972107,0.9171948432922363,,0.9830676913261414,0.7500500082969666
44,45,00:03:09,0.5618947744369507,0.9954403638839722,0.6064915060997009,0.977301836013794,,0.9938536882400513,0.9180393218994141,,0.9864495396614075,0.7872949838638306
45,46,00:03:09,0.5614869594573975,0.9955617189407349,0.6060360670089722,0.9730402827262878,,0.9946109652519226,0.9087838530540466,,0.9846082925796509,0.7580624222755432
46,47,00:03:08,0.561717689037323,0.9954806566238403,0.6054538488388062,0.9745467305183411,,0.9961608052253723,0.8837366104125977,,0.9855530261993408,0.7647274732589722
47,48,00:03:10,0.5620117783546448,0.9952772855758667,0.6064896583557129,0.9737008810043335,,0.9959232807159424,0.8836404085159302,,0.9848304390907288,0.7637344598770142
48,49,00:03:08,0.5618159770965576,0.995288610458374,0.6058107614517212,0.9771586060523987,,0.9956207275390625,0.8880175948143005,,0.9869194030761719,0.7794315814971924
49,50,00:03:08,0.5613448023796082,0.9957560896873474,0.6128401756286621,0.9775927662849426,,0.996035635471344,0.8896765112876892,,0.9870300889015198,0.774978518486023
50,51,00:03:09,0.5620501637458801,0.995420515537262,0.6042397022247314,0.9744251370429993,,0.9955784678459167,0.8908668756484985,,0.985469400882721,0.7652311325073242
51,52,00:03:10,0.5614696145057678,0.9957200884819031,0.6055735945701599,0.9718252420425415,,0.9961084127426147,0.8862614035606384,,0.9840782880783081,0.750207781791687
52,53,00:03:08,0.5613246560096741,0.9958581924438477,0.6041362285614014,0.9761549830436707,,0.9960306286811829,0.8911237120628357,,0.9861014485359192,0.778878927230835
53,54,00:03:09,0.5609505772590637,0.9959483742713928,0.6044386029243469,0.9766515493392944,,0.9943540692329407,0.9189781546592712,,0.9861443638801575,0.7859086990356445
54,55,00:03:09,0.5611382722854614,0.9959604144096375,0.6067172884941101,0.9755231142044067,,0.994910717010498,0.9106322526931763,,0.9861583113670349,0.7680563926696777
55,56,00:03:10,0.5612083077430725,0.9960025548934937,0.6046057343482971,0.9724211096763611,,0.9954686760902405,0.902162492275238,,0.9842591881752014,0.7563281655311584
56,57,00:03:09,0.5610110759735107,0.996013343334198,0.6043742299079895,0.9713366627693176,,0.9962143898010254,0.8908991813659668,,0.983633279800415,0.7509012222290039
57,58,00:03:10,0.5613359212875366,0.9957577586174011,0.6065259575843811,0.9682890772819519,,0.9960718154907227,0.8889168500900269,,0.9821560382843018,0.7315372824668884
58,59,00:03:09,0.5611128211021423,0.995855450630188,0.6069982051849365,0.9770059585571289,,0.9962515234947205,0.8879346251487732,,0.9866142272949219,0.7811740636825562
59,60,00:03:09,0.5608880519866943,0.996066689491272,0.60659259557724,0.9749332666397095,,0.9963085651397705,0.8905537128448486,,0.9856849312782288,0.7667874693870544
60,61,00:03:09,0.560606837272644,0.9962289333343506,0.6054955124855042,0.9717320203781128,,0.996428906917572,0.88995361328125,,0.9839710593223572,0.750396192073822
61,62,00:03:09,0.5616939067840576,0.9954115152359009,0.6054449081420898,0.9724948406219482,,0.996102511882782,0.8838568329811096,,0.9846057295799255,0.7515061497688293
62,63,00:03:09,0.5609159469604492,0.9959737062454224,0.6053997278213501,0.973721444606781,,0.9966222047805786,0.884416937828064,,0.9851365089416504,0.759504497051239
63,64,00:03:11,0.5609785914421082,0.995997965335846,0.6045741438865662,0.973779559135437,,0.996366560459137,0.8868164420127869,,0.9851170182228088,0.761349618434906
64,65,00:03:08,0.5613413453102112,0.9956104755401611,0.6067172884941101,0.9749257564544678,,0.9961429238319397,0.8849332928657532,,0.9856292605400085,0.7670333385467529
65,66,00:03:09,0.5605729818344116,0.996233344078064,0.6079989671707153,0.9772454500198364,,0.9965006113052368,0.8909443020820618,,0.9871319532394409,0.7755669355392456
66,67,00:03:09,0.5603955984115601,0.996432900428772,0.6063169240951538,0.9750411510467529,,0.996864914894104,0.8873491883277893,,0.9860605001449585,0.7629593014717102
67,68,00:03:09,0.5608809590339661,0.996171772480011,0.607912540435791,0.9701510071754456,,0.9963045716285706,0.8931539058685303,,0.9830594062805176,0.7404323220252991
68,69,00:03:09,0.5605393648147583,0.9962329864501953,0.6068716645240784,0.97342449426651,,0.9962680339813232,0.8933252096176147,,0.9849133491516113,0.7578684091567993
69,70,00:03:11,0.5602552890777588,0.9964799880981445,0.6071943044662476,0.9735411405563354,,0.9965263605117798,0.8927232027053833,,0.9850096106529236,0.7564727663993835
70,71,00:03:08,0.5610074400901794,0.9961162209510803,0.6078529357910156,0.9740229249000549,,0.9960898160934448,0.8936427235603333,,0.9852749109268188,0.758901834487915
71,72,00:03:09,0.5605350732803345,0.9963419437408447,0.6082541346549988,0.9671199321746826,,0.9966407418251038,0.8901124596595764,,0.9816282391548157,0.7217208743095398
72,73,00:03:09,0.5606272220611572,0.9963741898536682,0.6077083349227905,0.97523432970047,,0.9966622591018677,0.891159176826477,,0.9860124588012695,0.7645319104194641
73,74,00:03:11,0.5609259009361267,0.9959996938705444,0.6061036586761475,0.9726862907409668,,0.9966335892677307,0.8841701149940491,,0.9847027659416199,0.7522886991500854
74,75,00:03:09,0.5602235794067383,0.9966006875038147,0.6071476340293884,0.9709296822547913,,0.9968341588973999,0.8917872309684753,,0.9836676716804504,0.7429867386817932
75,76,00:03:09,0.5602306127548218,0.9966262578964233,0.6063054203987122,0.9720596075057983,,0.9967723488807678,0.8924990296363831,,0.9842445850372314,0.7503695487976074
76,77,00:03:08,0.5608115196228027,0.9963645339012146,0.6067725419998169,0.9749547243118286,,0.996285080909729,0.8956928253173828,,0.98557448387146,0.7682356238365173
77,78,00:03:10,0.560649037361145,0.9962247014045715,0.6055046319961548,0.9721839427947998,,0.9966369867324829,0.8889172077178955,,0.9844920635223389,0.7490686774253845
78,79,00:03:11,0.56037437915802,0.996504008769989,0.6054351925849915,0.9738979339599609,,0.9968468546867371,0.8906048536300659,,0.9852572083473206,0.7608126401901245
79,80,00:03:10,0.560242772102356,0.996522068977356,0.6070249080657959,0.9702637791633606,,0.9964153170585632,0.8953099250793457,,0.98326575756073,0.7396575212478638
80,81,00:03:09,0.5601127743721008,0.9967294335365295,0.6054848432540894,0.9733792543411255,,0.9967420697212219,0.8942388296127319,,0.9848952889442444,0.7585320472717285
81,82,00:03:10,0.5601623058319092,0.9967278838157654,0.6061444282531738,0.9704667925834656,,0.996143639087677,0.9042772054672241,,0.9829858541488647,0.7459558248519897
82,83,00:03:11,0.5600077509880066,0.9967491626739502,0.6083092093467712,0.9763625264167786,,0.9956339001655579,0.9124343991279602,,0.9860641360282898,0.7774643898010254
83,84,00:03:10,0.5599145889282227,0.996775209903717,0.6063085198402405,0.9729151129722595,,0.995995283126831,0.906782865524292,,0.9845480918884277,0.7564995288848877
84,85,00:03:09,0.5600694417953491,0.9968421459197998,0.6093281507492065,0.963653028011322,,0.9968076348304749,0.8943593502044678,,0.9796088337898254,0.7061215043067932
85,86,00:03:10,0.5600543022155762,0.9967407584190369,0.6059613823890686,0.9689642786979675,,0.9968401789665222,0.8941086530685425,,0.982559323310852,0.7342657446861267
86,87,00:03:09,0.5602309107780457,0.9966281056404114,0.6091551184654236,0.9757403135299683,,0.9967859983444214,0.8917334079742432,,0.986115574836731,0.769009530544281
87,88,00:03:11,0.5604357719421387,0.996755063533783,0.604853630065918,0.9739534258842468,,0.9969949722290039,0.8911672830581665,,0.9853119254112244,0.7610867023468018
88,89,00:03:10,0.5601725578308105,0.9965973496437073,0.6083965301513672,0.9707388877868652,,0.9967032670974731,0.8932077884674072,,0.9834641814231873,0.7419823408126831
89,90,00:03:10,0.5598652958869934,0.9968391060829163,0.605866551399231,0.9735340476036072,,0.9967160224914551,0.8961425423622131,,0.9850277900695801,0.7594544291496277
90,91,00:03:09,0.5596112012863159,0.9970224499702454,0.6096912622451782,0.9766337275505066,,0.9970712065696716,0.8947353959083557,,0.9866580963134766,0.772709846496582
91,92,00:03:10,0.5595305562019348,0.9970079660415649,0.6071934103965759,0.9744808673858643,,0.9971446394920349,0.8934885859489441,,0.9855194091796875,0.7635444402694702
92,93,00:03:09,0.5596895813941956,0.9970897436141968,0.6075089573860168,0.9735910892486572,,0.9971668720245361,0.8938787579536438,,0.9851086139678955,0.756592869758606
93,94,00:03:09,0.5596076250076294,0.9968647360801697,0.6086357235908508,0.9720259308815002,,0.9970983862876892,0.8930200934410095,,0.9842871427536011,0.7471631169319153
94,95,00:03:10,0.5596190690994263,0.996996283531189,0.6081701517105103,0.9741002917289734,,0.9971608519554138,0.8919508457183838,,0.9854016900062561,0.7591252326965332
95,96,00:03:09,0.5596111416816711,0.9969752430915833,0.6077653169631958,0.9693913459777832,,0.9971460700035095,0.893764853477478,,0.9829299449920654,0.7327404022216797
96,97,00:03:11,0.560890793800354,0.9962636828422546,0.606320321559906,0.9728878736495972,,0.9967318773269653,0.8878940343856812,,0.9847108125686646,0.7538126707077026
97,98,00:03:09,0.559673011302948,0.9969398379325867,0.6069632172584534,0.9727418422698975,,0.9969477653503418,0.8949016332626343,,0.9845804572105408,0.7537200450897217
98,99,00:03:09,0.5594181418418884,0.9969205856323242,0.6078973412513733,0.9717714786529541,,0.996898353099823,0.8947579264640808,,0.9840701818466187,0.7465765476226807
99,100,00:03:09,0.5596268773078918,0.9971030950546265,0.6093018054962158,0.975176215171814,,0.9970670938491821,0.8948690295219421,,0.9859238862991333,0.7633938193321228
